benchmark,config,strategy,model,pass_kind,method,jpf_pass,violation_type,counterexample,instructions,states_new,states_end,depth,timeout,notes
Abs,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,A,Abs.Abs,true,,,10819,2,9,2,false,pass_kind=A; entry=Abs
Abs,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,A,Abs.Abs,true,,,10837,2,9,2,false,pass_kind=A; entry=Abs
Abs,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,A,Abs.Abs,true,,,10923,2,9,2,false,pass_kind=A; entry=Abs
Abs,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,Abs,false,skipped,,,,,,false,no_rac_class
AbsSeq,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,A,AbsSeq.Abs,true,,,10823,2,9,2,false,pass_kind=A; entry=Abs
AbsSeq,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,A,AbsSeq.Abs,true,,,10787,2,9,2,false,pass_kind=A; entry=Abs
AbsSeq,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,A,AbsSeq.Abs,true,,,10787,2,9,2,false,pass_kind=A; entry=Abs
AbsSeq,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,A,AbsSeq.Abs,true,,,10241,2,9,2,false,pass_kind=A; entry=Abs
Absolute,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,A,Absolute.Absolute,true,,,10247,2,9,2,false,pass_kind=A; entry=Absolute
Absolute,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,A,Absolute.Absolute,true,,,10856,2,9,2,false,pass_kind=A; entry=Absolute
Absolute,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,A,Absolute.Absolute,true,,,10933,2,9,2,false,pass_kind=A; entry=Absolute
Absolute,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,Absolute,false,skipped,,,,,,false,no_rac_class
AddLoop,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,A,AddLoop.AddLoop,true,,,75850,11,81,3,false,pass_kind=A; entry=AddLoop
AddLoop,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,A,AddLoop.AddLoop,true,,,75850,11,81,3,false,pass_kind=A; entry=AddLoop
AddLoop,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,A,AddLoop.AddLoop,true,,,70747,11,81,3,false,pass_kind=A; entry=AddLoop
AddLoop,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,A,AddLoop.AddLoop,true,,,88747,15,81,3,false,pass_kind=A; entry=AddLoop
AddLoopFor,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,A,AddLoopFor.addLoop,true,,,26863,11,81,3,false,pass_kind=A; entry=addLoop
AddLoopFor,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,,AddLoopFor,false,skipped,,,,,,false,no_rac_class
AddLoopFor,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,,AddLoopFor,false,skipped,,,,,,false,no_rac_class
AddLoopFor,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,A,AddLoopFor.addLoop,true,,,69379,11,81,3,false,pass_kind=A; entry=addLoop
AddTwoLoop,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,A,AddTwoLoop.add,true,,,49588,11,81,3,false,pass_kind=A; entry=add
AddTwoLoop,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,A,AddTwoLoop.add,true,,,228472,18,81,3,false,pass_kind=A; entry=add
AddTwoLoop,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,A,AddTwoLoop.add,true,,,286238,19,81,3,false,pass_kind=A; entry=add
AddTwoLoop,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,A,AddTwoLoop.add,true,,,164300,11,81,3,false,pass_kind=A; entry=add
Biggest,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,A,Biggest.biggest,true,,,5635400,468,2801,5,false,pass_kind=A; entry=biggest
Biggest,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,A,Biggest.biggest,true,,,5635400,468,2801,5,false,pass_kind=A; entry=biggest
Biggest,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,,Biggest,false,skipped,,,,,,false,no_rac_class
Biggest,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,A,Biggest.biggest,true,,,5125596,468,2801,5,false,pass_kind=A; entry=biggest
BinarySearch,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,,BinarySearch,false,skipped,,,,,,false,no_rac_class
BinarySearch,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,A,BinarySearch.Binary,true,,,52237432,3275,25209,7,false,pass_kind=A; entry=Binary
BinarySearch,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,A,BinarySearch.Binary,true,,,35404631,3272,25209,7,false,pass_kind=A; entry=Binary
BinarySearch,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,BinarySearch,false,skipped,,,,,,false,no_rac_class
BubbleSort,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,,BubbleSort,false,skipped,,,,,,false,no_rac_class
BubbleSort,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,A,BubbleSort.bubbleSort,true,,,25643718,475,2801,6,false,pass_kind=A; entry=bubbleSort
BubbleSort,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,,BubbleSort,false,skipped,,,,,,false,no_rac_class
BubbleSort,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,BubbleSort,false,skipped,,,,,,false,no_rac_class
BubbleSortDesc,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,A,BubbleSortDesc.bubbleSort,true,,,4174099,468,2801,5,false,pass_kind=A; entry=bubbleSort
BubbleSortDesc,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,,BubbleSortDesc,false,skipped,,,,,,false,no_rac_class
BubbleSortDesc,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,,BubbleSortDesc,false,skipped,,,,,,false,no_rac_class
BubbleSortDesc,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,BubbleSortDesc,false,skipped,,,,,,false,no_rac_class
Calculator,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,,Calculator,false,skipped,,,,,,false,no_rac_class
Calculator,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,n/a,Calculator.calculate,false,NoUncaughtExceptionsProperty,        ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/few_shot__Qwen_Qwen3-Coder-Next-FP8/src/Calculator/Calculator.java:3: verify: JML precondition is false\n    //@ requires operator == '+' || operator == '-' || operator == '*' || operator == '/' || operator == '%';\n        ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/few_shot__Qwen_Qwen3-Coder-Next-FP8/src/Calculator/Calculator.java:3: verify: JML precondition is false\n    //@ requires operator == '+' || operator == '-' || operator == '*' || operator ...,3852151,94,7695,4,false,pass_kind=n/a; entry=calculate
Calculator,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,n/a,Calculator.calculate,false,NoUncaughtExceptionsProperty,        ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/zero_shot__MiniMaxAI_MiniMax-M2.7/src/Calculator/Calculator.java:3: verify: JML precondition is false\n    /*@ requires operator == '+' || operator == '-' || operator == '*' || \n        ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/zero_shot__MiniMaxAI_MiniMax-M2.7/src/Calculator/Calculator.java:3: verify: JML precondition is false\n    /*@ requires operator == '+' || operator == '-' || operator == '*' || \n        ^\n/Users/max/Downloads/verification-pro...,3970383,95,7695,4,false,pass_kind=n/a; entry=calculate
Calculator,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,n/a,Calculator.calculate,false,NoUncaughtExceptionsProperty,"      [7 insn w/o sources]\n------------------------------------------------------ transition #3 thread: 0\ngov.nasa.jpf.vm.choice.IntIntervalGenerator[id=""verifyGetInt(II)"",isCascaded:false,32..126,delta=+1,cur=37]\n      [140 insn w/o sources]\n\n====================================================== error 16\ngov.nasa.jpf.vm.NoUncaughtExceptionsProperty\njava.lang.ArithmeticException: division by zero\n	at Calculator.calculate(Calculator.java:37)\n	at Harness_Calculator.main(Harness_Calculator.java:8)\n\n\n====================================================== trace #16\n-----------------------------...",845755,93,7695,4,false,pass_kind=n/a; entry=calculate
CalculatorShuffled,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,,CalculatorShuffled,false,skipped,,,,,,false,no_rac_class
CalculatorShuffled,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,n/a,CalculatorShuffled.calculate,false,NoUncaughtExceptionsProperty,        ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/few_shot__Qwen_Qwen3-Coder-Next-FP8/src/CalculatorShuffled/CalculatorShuffled.java:3: verify: JML precondition is false\n    //@ requires operator == '+' || operator == '-' || operator == '*' || operator == '/';\n        ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/few_shot__Qwen_Qwen3-Coder-Next-FP8/src/CalculatorShuffled/CalculatorShuffled.java:3: verify: JML precondition is false\n    //@ requires operator == '+' || operator == '-' || operator == '*'...,3143751,98,7695,4,false,pass_kind=n/a; entry=calculate
CalculatorShuffled,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,n/a,CalculatorShuffled.calculate,false,NoUncaughtExceptionsProperty,"      [7 insn w/o sources]\n------------------------------------------------------ transition #3 thread: 0\ngov.nasa.jpf.vm.choice.IntIntervalGenerator[id=""verifyGetInt(II)"",isCascaded:false,32..126,delta=+1,cur=42]\n      [140 insn w/o sources]\n\n====================================================== error 7\ngov.nasa.jpf.vm.NoUncaughtExceptionsProperty\njava.lang.ArithmeticException: division by zero\n	at CalculatorShuffled.calculate(CalculatorShuffled.java:14)\n	at Harness_CalculatorShuffled.main(Harness_CalculatorShuffled.java:8)\n\n\n====================================================== trace #7...",843226,93,7695,4,false,pass_kind=n/a; entry=calculate
CalculatorShuffled,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,CalculatorShuffled,false,skipped,,,,,,false,no_rac_class
CanWinNim,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,A,CanWinNim.canWinNim,true,,,10558,2,9,2,false,pass_kind=A; entry=canWinNim
CanWinNim,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,A,CanWinNim.canWinNim,true,,,10576,2,9,2,false,pass_kind=A; entry=canWinNim
CanWinNim,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,,CanWinNim,false,skipped,,,,,,false,no_rac_class
CanWinNim,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,CanWinNim,false,skipped,,,,,,false,no_rac_class
ChangeCase,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,,ChangeCase,false,skipped,,,,,,false,no_rac_class
ChangeCase,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,,ChangeCase,false,skipped,,,,,,false,no_rac_class
ChangeCase,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,A,ChangeCase.changeCase,true,,,31914,2,95,2,false,pass_kind=A; entry=changeCase
ChangeCase,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,ChangeCase,false,skipped,,,,,,false,no_rac_class
CheckABeforeB,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,A,CheckABeforeB.checkString,true,,,272454,31,703,3,false,pass_kind=A; entry=checkString
CheckABeforeB,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,,CheckABeforeB,false,skipped,,,,,,false,no_rac_class
CheckABeforeB,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,,CheckABeforeB,false,skipped,,,,,,false,no_rac_class
CheckABeforeB,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,A,CheckABeforeB.checkString,true,,,796588,33,703,4,false,pass_kind=A; entry=checkString
CompareArray,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,n/a,CompareArray.arrcmp,false,exit_code_-9,"JavaPathfinder core system v8.0 (rev 2bf98722c49a8149f9a6f68acb9edc6ba5cdd557) - (C) 2005-2014 United States Government. All rights reserved.\n\n\n====================================================== system under test\nHarness_CompareArray.main()\n\n====================================================== search started: 4/22/26, 10:59 PM\n",,,,,true,pass_kind=n/a; entry=arrcmp; wall_timeout_s=30.0
CompareArray,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,,CompareArray,false,skipped,,,,,,false,no_rac_class
CompareArray,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,,CompareArray,false,skipped,,,,,,false,no_rac_class
CompareArray,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,CompareArray,false,skipped,,,,,,false,no_rac_class
ComputeArea,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,n/a,ComputeArea.computeOverlapArea,false,exit_code_-9,        ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/few_shot__MiniMaxAI_MiniMax-M2.7/src/ComputeArea/ComputeArea.java:2: verify: JML precondition is false\n    //@ requires ax1 <= ax2 && ay1 <= ay2 && bx1 <= bx2 && by1 <= by2;\n        ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/few_shot__MiniMaxAI_MiniMax-M2.7/src/ComputeArea/ComputeArea.java:2: verify: JML precondition is false\n    //@ requires ax1 <= ax2 && ay1 <= ay2 && bx1 <= bx2 && by1 <= by2;\n        ^\n/Users/max/Downloads/verification-project/e...,,,,,true,pass_kind=n/a; entry=computeOverlapArea; wall_timeout_s=30.0
ComputeArea,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,,ComputeArea,false,skipped,,,,,,false,no_rac_class
ComputeArea,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,n/a,ComputeArea.computeOverlapArea,false,exit_code_-9,        ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/zero_shot__MiniMaxAI_MiniMax-M2.7/src/ComputeArea/ComputeArea.java:2: verify: JML precondition is false\n    /*@ requires ax2 >= ax1;\n        ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/zero_shot__MiniMaxAI_MiniMax-M2.7/src/ComputeArea/ComputeArea.java:2: verify: JML precondition is false\n    /*@ requires ax2 >= ax1;\n        ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/zero_shot__MiniMaxAI_MiniMax-M2.7/src...,,,,,true,pass_kind=n/a; entry=computeOverlapArea; wall_timeout_s=30.0
ComputeArea,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,n/a,ComputeArea.computeOverlapArea,false,exit_code_-9,       ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/zero_shot__Qwen_Qwen3-Coder-Next-FP8/src/ComputeArea/ComputeArea.java:3: verify: JML precondition is false\n     @ requires ax1 <= ax2;\n       ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/zero_shot__Qwen_Qwen3-Coder-Next-FP8/src/ComputeArea/ComputeArea.java:3: verify: JML precondition is false\n     @ requires ax1 <= ax2;\n       ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/zero_shot__Qwen_Qwen3-Coder-Next-FP8...,,,,,true,pass_kind=n/a; entry=computeOverlapArea; wall_timeout_s=30.0
ComputeAreaBranch,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,,ComputeAreaBranch,false,skipped,,,,,,false,no_rac_class
ComputeAreaBranch,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,,ComputeAreaBranch,false,skipped,,,,,,false,no_rac_class
ComputeAreaBranch,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,n/a,ComputeAreaBranch.computeOverlapArea,false,exit_code_-9,        ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/zero_shot__MiniMaxAI_MiniMax-M2.7/src/ComputeAreaBranch/ComputeAreaBranch.java:3: verify: JML precondition is false\n      @ requires ax1 <= ax2 && ay1 <= ay2;\n        ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/zero_shot__MiniMaxAI_MiniMax-M2.7/src/ComputeAreaBranch/ComputeAreaBranch.java:3: verify: JML precondition is false\n      @ requires ax1 <= ax2 && ay1 <= ay2;\n        ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-togethe...,,,,,true,pass_kind=n/a; entry=computeOverlapArea; wall_timeout_s=30.0
ComputeAreaBranch,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,ComputeAreaBranch,false,skipped,,,,,,false,no_rac_class
ComputeOverlap,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,n/a,ComputeOverlap.computeOverlapArea,false,exit_code_-9,        ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/few_shot__MiniMaxAI_MiniMax-M2.7/src/ComputeOverlap/ComputeOverlap.java:2: verify: JML precondition is false\n    //@ requires ax1 <= ax2 && ay1 <= ay2 && bx1 <= bx2 && by1 <= by2;\n        ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/few_shot__MiniMaxAI_MiniMax-M2.7/src/ComputeOverlap/ComputeOverlap.java:2: verify: JML precondition is false\n    //@ requires ax1 <= ax2 && ay1 <= ay2 && bx1 <= bx2 && by1 <= by2;\n        ^\n/Users/max/Downloads/verificati...,,,,,true,pass_kind=n/a; entry=computeOverlapArea; wall_timeout_s=30.0
ComputeOverlap,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,n/a,ComputeOverlap.computeOverlapArea,false,exit_code_-9,        ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/few_shot__Qwen_Qwen3-Coder-Next-FP8/src/ComputeOverlap/ComputeOverlap.java:2: verify: JML precondition is false\n    //@ requires ax1 <= ax2 && ay1 <= ay2 && bx1 <= bx2 && by1 <= by2;\n        ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/few_shot__Qwen_Qwen3-Coder-Next-FP8/src/ComputeOverlap/ComputeOverlap.java:2: verify: JML precondition is false\n    //@ requires ax1 <= ax2 && ay1 <= ay2 && bx1 <= bx2 && by1 <= by2;\n        ^\n/Users/max/Downloads/veri...,,,,,true,pass_kind=n/a; entry=computeOverlapArea; wall_timeout_s=30.0
ComputeOverlap,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,,ComputeOverlap,false,skipped,,,,,,false,no_rac_class
ComputeOverlap,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,ComputeOverlap,false,skipped,,,,,,false,no_rac_class
ComputeOverlapBranch,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,,ComputeOverlapBranch,false,skipped,,,,,,false,no_rac_class
ComputeOverlapBranch,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,,ComputeOverlapBranch,false,skipped,,,,,,false,no_rac_class
ComputeOverlapBranch,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,n/a,ComputeOverlapBranch.computeOverlapArea,false,exit_code_-9,        ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/zero_shot__MiniMaxAI_MiniMax-M2.7/src/ComputeOverlapBranch/ComputeOverlapBranch.java:3: verify: JML precondition is false\n      @ requires ax1 <= ax2;\n        ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/zero_shot__MiniMaxAI_MiniMax-M2.7/src/ComputeOverlapBranch/ComputeOverlapBranch.java:3: verify: JML precondition is false\n      @ requires ax1 <= ax2;\n        ^\n/Users/max/Downloads/verification-project/experiment/specgenbench-together/stage34_runs/z...,,,,,true,pass_kind=n/a; entry=computeOverlapArea; wall_timeout_s=30.0
ComputeOverlapBranch,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,ComputeOverlapBranch,false,skipped,,,,,,false,no_rac_class
Conjunction,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,A,Conjunction.conjunctOf,true,,,9591,4,4,3,false,pass_kind=A; entry=conjunctOf
Conjunction,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,A,Conjunction.conjunctOf,true,,,9599,4,4,3,false,pass_kind=A; entry=conjunctOf
Conjunction,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,A,Conjunction.conjunctOf,true,,,9655,4,4,3,false,pass_kind=A; entry=conjunctOf
Conjunction,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,Conjunction,false,skipped,,,,,,false,no_rac_class
ContainsDuplicate,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,A,ContainsDuplicate.containsDuplicate,true,,,6860677,468,2801,5,false,pass_kind=A; entry=containsDuplicate
ContainsDuplicate,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,A,ContainsDuplicate.containsDuplicate,true,,,9661732,470,2801,5,false,pass_kind=A; entry=containsDuplicate
ContainsDuplicate,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,A,ContainsDuplicate.containsDuplicate,true,,,10057164,470,2801,5,false,pass_kind=A; entry=containsDuplicate
ContainsDuplicate,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,ContainsDuplicate,false,skipped,,,,,,false,no_rac_class
ConvertTemperature,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,A,ConvertTemperature.convertTemperature,true,,,10179,2,5,2,false,pass_kind=A; entry=convertTemperature
ConvertTemperature,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,A,ConvertTemperature.convertTemperature,true,,,10129,2,5,2,false,pass_kind=A; entry=convertTemperature
ConvertTemperature,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,,ConvertTemperature,false,skipped,,,,,,false,no_rac_class
ConvertTemperature,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,ConvertTemperature,false,skipped,,,,,,false,no_rac_class
ConvertToFahrenheit,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,A,ConvertToFahrenheit.convertTemperature,true,,,9984,2,5,2,false,pass_kind=A; entry=convertTemperature
ConvertToFahrenheit,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,A,ConvertToFahrenheit.convertTemperature,true,,,9844,2,5,2,false,pass_kind=A; entry=convertTemperature
ConvertToFahrenheit,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,,ConvertToFahrenheit,false,skipped,,,,,,false,no_rac_class
ConvertToFahrenheit,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,ConvertToFahrenheit,false,skipped,,,,,,false,no_rac_class
ConvertToKelvin,few_shot__MiniMaxAI_MiniMax-M2.7,few_shot,MiniMaxAI_MiniMax-M2.7,A,ConvertToKelvin.convertTemperature,true,,,11184,2,5,2,false,pass_kind=A; entry=convertTemperature
ConvertToKelvin,few_shot__Qwen_Qwen3-Coder-Next-FP8,few_shot,Qwen_Qwen3-Coder-Next-FP8,A,ConvertToKelvin.convertTemperature,true,,,9804,2,5,2,false,pass_kind=A; entry=convertTemperature
ConvertToKelvin,zero_shot__MiniMaxAI_MiniMax-M2.7,zero_shot,MiniMaxAI_MiniMax-M2.7,A,ConvertToKelvin.convertTemperature,true,,,11054,2,5,2,false,pass_kind=A; entry=convertTemperature
ConvertToKelvin,zero_shot__Qwen_Qwen3-Coder-Next-FP8,zero_shot,Qwen_Qwen3-Coder-Next-FP8,,ConvertToKelvin,false,skipped,,,,,,false,no_rac_class
